id,X4,X11,X18,X26,X50,X3112
195252178,0.95415866,150.93323,19686.707,3455.7302,15.031248,398132.56
176787893,0.9740547,151.60635,19685.16,3463.8667,14.915626,398985.62
184132477,0.9924766,151.70454,19685.594,3466.1152,15.023,399156.8
185689798,0.99911463,152.56328,19686.672,3466.363,14.985282,398950.28
71880352,1.0591893,146.05716,19688.293,3472.9062,15.264285,398821.8
196568714,0.9839262,149.68484,19686.543,3467.9707,14.9681225,398740.38
195552361,1.0291874,145.98154,19688.4,3476.941,15.097782,399202.
184484837,1.2075499,141.48456,19687.812,3476.3088,15.464215,399103.72
178391332,0.96784663,152.87445,19688.02,3471.8477,14.945071,398850.1
180896710,0.95920885,150.83269,19683.426,3448.2258,14.902541,397900.75
195417424,1.0896653,149.12643,19691.7,3497.41,14.969386,400337.38
195276621,0.99077344,149.65749,19686.617,3462.6655,15.1599,398910.84
177741332,1.0484327,148.35492,19686.941,3478.4807,15.154975,399367.3
195033308,1.1504816,142.33157,19688.188,3463.2495,15.303819,398726.7
194331464,1.0112863,149.26613,19684.777,3459.8997,15.219363,398025.03
190144687,0.98035383,147.65994,19687.13,3465.341,15.076288,398399.8
179333465,0.97539127,149.65338,19686.188,3459.4229,15.050384,398944.06
138597585,1.0409377,148.09026,19689.957,3481.7659,15.037703,398773.16
194487347,0.94131315,153.09824,19685.504,3456.9858,14.76874,398553.94
195152409,1.0936284,145.18031,19688.64,3470.9668,15.126787,398783.16
195619657,1.052897,143.23422,19687.195,3456.209,15.221831,398384.25
74506679,1.0862343,146.1662,19687.307,3472.7559,15.275287,399023.44
194712698,1.0968583,144.48267,19688.486,3462.0444,15.221966,398602.7
195250779,1.0780008,145.17273,19687.654,3472.7913,15.230611,398570.34
170408904,0.9487525,148.67133,19685.602,3457.4197,14.851741,398772.9
194243689,0.9671607,146.80038,19685.219,3457.572,15.07006,397862.38
183945769,1.0284268,145.48187,19687.137,3462.4102,15.172523,398174.3
142395367,1.0546651,151.35417,19685.945,3456.9692,15.037393,399125.1
192061226,1.0503275,146.40686,19688.512,3472.2551,15.233171,399052.7
192203458,1.049791,149.33017,19687.02,3465.2202,14.978482,398560.62
195914715,1.0250163,149.3241,19687.953,3475.9714,15.040789,399575.56
175715077,0.9664614,148.00319,19686.18,3458.3232,15.220364,397891.06
163862733,0.97593176,150.60359,19685.941,3468.4849,15.098281,398898.38
190049872,1.0433239,148.18839,19689.26,3474.7378,15.083955,398626.88
37398602,1.0457095,147.72693,19690.162,3482.9836,14.892379,398484.62
188396344,1.0688423,148.27737,19687.453,3477.2014,15.20462,399249.4
194279631,1.1248794,146.44708,19689.045,3489.338,15.245695,399317.75
192810752,0.93278253,152.79935,19684.521,3453.2988,14.811367,398321.88
151801422,1.106596,149.55144,19689.262,3482.5442,14.925574,399803.06
193463071,1.0777282,147.13756,19688.35,3463.725,15.2113285,398901.53
195576548,0.995798,151.1943,19686.676,3467.3706,14.960144,398592.22
190026274,0.9993868,147.61942,19686.219,3457.047,15.229584,398038.12
191247351,1.0126327,145.1459,19688.014,3467.0308,15.39763,398349.06
163914571,1.0974265,143.79291,19690.795,3488.1182,15.146429,399459.28
106911166,1.094827,146.1304,19687.07,3472.7012,15.199435,398278.3
195839253,0.93405163,151.79518,19687.807,3454.3762,14.80398,398164.75
114643132,0.9667511,151.139,19685.195,3461.4,14.8953285,399191.2
180084704,0.95526814,148.37572,19686.088,3465.0781,15.1236105,398249.12
191825838,0.9636979,149.92761,19685.512,3457.2485,14.974576,398061.7
55778371,1.0532038,147.04004,19689.861,3490.8647,15.095067,399352.3
174052276,1.0214738,148.59848,19687.33,3463.7969,14.911077,399345.38
183253040,0.98760927,152.42232,19687.266,3460.4575,14.703481,398654.7
193727406,1.048603,147.08386,19685.438,3466.2524,15.402098,398217.7
178536175,1.0330964,145.93646,19687.527,3467.911,15.287198,398386.06
188689207,1.0440601,149.00583,19687.057,3473.057,15.140287,398437.94
195990354,1.0482953,147.30313,19688.867,3472.9902,15.188871,399048.75
195069016,0.96818554,148.1938,19685.43,3449.9294,15.042967,398092.38
196069183,1.0340914,147.66678,19687.205,3465.7056,15.294229,399338.94
175152250,1.1375884,142.80508,19687.379,3464.6804,15.340061,398418.88
187765663,0.99411404,148.49002,19685.566,3455.636,15.090062,398498.1
194016377,0.9818016,148.64688,19686.895,3456.7427,15.082528,398615.3
182400228,1.0685248,149.69774,19691.629,3481.1055,14.87913,399735.1
175171293,0.99676085,152.79105,19685.816,3453.8179,14.795776,398442.47
140957344,0.97898865,153.90152,19686.102,3453.691,14.820469,399415.7
106268113,1.0760452,146.20618,19689.145,3479.2166,15.042064,399045.1
187872780,1.0902911,145.0716,19688.398,3485.1746,15.34854,398993.4
150935267,1.0099164,144.85666,19686.295,3463.702,15.399249,398065.8
188991739,1.2403387,139.42966,19687.219,3456.981,15.237325,398373.38
192000002,0.988482,149.9166,19685.088,3453.1724,14.974709,398844.3
164511185,1.0360968,149.8395,19686.96,3466.9917,14.95937,398571.56
149501309,1.0904691,148.52031,19688.43,3479.6753,15.031974,399534.
194293372,0.9583268,151.31638,19685.414,3450.3066,14.837911,398309.53
10970246,1.0563462,147.44432,19687.463,3474.8745,15.242053,399248.75
146619975,0.9725119,145.86664,19687.172,3458.9321,15.1832905,398306.16
167026893,1.0813032,149.78207,19691.217,3485.7314,14.884713,399649.
181706236,1.1057051,143.8931,19688.32,3478.787,15.155881,399123.8
184940963,1.1028094,150.36661,19689.494,3484.329,14.892367,399774.5
195399294,1.0273874,147.86496,19686.328,3468.0005,15.242856,398546.2
180728583,0.98096204,147.15796,19685.16,3462.698,15.156384,397881.06
191942861,0.9528706,147.59758,19684.63,3458.178,15.1552105,398353.44
48631754,0.9823377,148.94992,19685.59,3455.8635,15.225664,397968.88
194657669,0.9863858,151.67426,19685.78,3458.4714,14.921572,399223.06
195627336,1.0085248,149.96446,19686.387,3468.2996,15.029788,399268.62
108110980,1.0609088,148.29063,19688.121,3479.0127,15.164983,399598.
194830389,0.968887,149.05682,19686.71,3462.5479,15.052934,398855.2
190947649,0.9399233,151.47798,19685.766,3458.6396,14.903195,398559.06
159127588,1.0825129,144.20277,19690.531,3486.328,15.178767,399000.97
193522606,0.9917507,147.1476,19686.057,3460.8254,14.962497,398440.94
195274799,0.9068421,153.56134,19685.094,3455.4338,14.714913,398524.75
194813565,1.026863,147.05637,19685.55,3461.2231,15.274239,398057.
195765611,0.96769714,151.3445,19686.652,3463.1184,14.848572,398885.16
139303237,1.0290425,145.49109,19686.828,3468.2356,15.271125,398109.88
193325416,1.0798844,143.93222,19689.248,3475.7822,15.119311,398742.8
189545031,1.1080949,146.26208,19691.902,3505.7544,15.076709,399854.2
159906068,1.1150616,144.34392,19686.932,3461.7854,15.242183,398942.7
62639943,0.97275066,149.67685,19686.674,3465.4297,15.125386,398256.25
196289757,1.0029255,148.36072,19686.262,3469.7502,15.231578,399072.12
193216694,1.1515884,144.9735,19688.578,3470.055,15.139625,399089.
167040767,1.1087465,146.82063,19689.215,3478.0361,15.042602,399146.2
193241912,0.98148096,149.57347,19686.275,3458.3435,15.093984,398447.25
190052571,0.98277557,150.91354,19686.129,3463.142,15.000728,399085.94
196213458,1.2072781,143.61234,19687.252,3458.1711,15.231622,398262.88
195594228,0.9777142,150.70874,19686.48,3459.5496,14.751024,398621.
184860433,0.978287,151.19904,19685.791,3460.7014,14.851127,398488.34
195301179,0.9644855,146.41139,19685.66,3464.3677,15.126878,398443.34
195587052,0.9772475,151.83966,19685.762,3459.3794,14.756137,398476.94
194531229,0.9930639,151.8352,19685.814,3460.2434,14.79239,398730.56
195186149,1.0096174,148.72487,19687.785,3467.5298,14.877851,399223.03
195685143,0.9645622,151.57993,19686.05,3463.7917,14.789608,398542.88
196289264,0.9555689,150.94798,19686.46,3454.3875,14.859296,398305.5
50850401,1.0393397,147.27893,19691.258,3497.599,14.948973,399523.
193927535,0.9922359,148.80063,19687.191,3459.255,14.972894,398976.
37490240,0.96867883,149.66585,19684.65,3454.204,15.0175495,398047.06
195601621,0.9441484,147.10179,19686.816,3460.5583,15.20496,398088.5
195145576,0.9741032,148.94658,19685.957,3458.1582,14.932265,398434.7
192899514,1.0507898,150.99231,19688.047,3479.1162,15.032044,399377.53
195319528,1.0042224,146.23344,19685.857,3460.4412,15.089451,398847.56
174354300,1.0638492,148.8658,19687.55,3472.5122,15.221429,399178.72
192830798,0.9690608,149.4169,19685.71,3463.399,14.934846,398452.3
195292138,0.9814453,150.34387,19686.402,3457.1865,15.018918,399058.75
194377478,1.0272614,145.96193,19684.418,3455.4275,15.171305,398040.84
195099418,0.93659925,147.75717,19686.738,3454.9468,15.224458,398053.97
195766399,1.0395497,145.63002,19685.066,3460.6816,15.289069,398002.38
168452055,1.002773,151.66002,19688.46,3465.4246,14.759183,399469.06
191043479,1.0434729,149.46176,19689.969,3486.6038,14.852853,399202.06
184389310,1.03503,150.5398,19688.938,3468.1147,14.820932,398884.06
178082284,1.0879889,148.97308,19691.049,3493.2363,14.984026,399229.88
195133546,0.98822606,152.93427,19687.32,3465.998,14.852842,399692.22
195719233,1.0194464,152.19568,19686.688,3474.0522,14.917644,399527.22
83229628,1.0820891,148.31088,19689.406,3478.5906,14.958273,398688.53
195928056,0.99444854,152.08946,19685.006,3460.825,14.857785,398764.56
195089753,1.0716746,143.18646,19687.129,3467.0427,15.256792,398974.06
65747774,1.0493827,148.6853,19691.184,3488.8198,14.960451,399589.03
196447445,1.0693,144.54852,19689.586,3491.434,15.171911,399368.
140006504,1.0394865,146.32156,19688.805,3472.8486,15.157434,399127.56
194148538,1.0239776,146.59743,19683.95,3453.4392,15.145041,398035.75
175169083,1.0478898,143.2443,19685.67,3460.9375,15.399092,399149.75
195520668,1.0894883,151.317,19688.793,3482.0557,14.796412,399919.28
183330205,1.0046718,148.89957,19685.797,3457.4512,15.134229,398144.06
192229054,1.0455835,149.92326,19687.688,3467.4946,15.057271,399184.97
135707163,1.0493094,149.12254,19689.22,3481.7861,15.014989,399426.3
182310594,0.9974617,148.73657,19685.621,3462.6838,15.061571,398641.97
184742957,0.9310497,152.74838,19683.865,3456.9412,15.013303,398484.12
196588153,1.0588298,142.78442,19688.213,3463.4,15.140871,398459.22
192306460,0.98524404,148.69331,19685.975,3460.867,15.234031,398326.78
137916220,1.0204298,146.42352,19687.82,3468.8982,15.165614,398494.2
194779190,0.99579656,147.70807,19685.865,3458.7861,14.921133,399084.78
185418894,0.9907876,145.78043,19685.48,3457.2822,15.175271,398717.75
35117180,1.0962312,144.70523,19689.086,3480.422,15.199728,399284.06
196059763,0.97802377,149.93944,19686.668,3459.556,14.723283,399148.8
190608505,0.9565791,151.5188,19686.32,3458.4863,14.769895,399223.25
104014497,1.1212238,146.0733,19689.37,3484.008,15.112346,398869.28
179713942,0.96149683,146.61508,19685.877,3463.3416,15.19049,398249.06
195577504,1.0545652,148.553,19689.934,3481.4004,14.924419,399691.2
154982096,1.1086026,149.18329,19689.293,3479.4956,14.857468,399128.06
194516787,1.099852,148.53065,19688.008,3475.3887,15.117761,399730.2
172692765,1.0023781,149.32712,19686.207,3463.8906,15.0009165,398863.7
15190412,0.98460555,148.02017,19684.498,3465.2195,15.215022,398185.06
194688065,1.0901492,143.63298,19687.102,3455.824,15.062055,398940.88
165972338,0.97180617,151.2684,19685.865,3465.0435,14.812713,399131.3
195469766,1.0197227,151.27654,19687.738,3468.4746,15.017625,398950.38
195440289,1.0409285,148.57831,19689.83,3475.2114,15.083023,399418.3
21869570,1.0566207,148.77618,19689.951,3485.7598,14.953034,399931.03
68421234,1.0041716,146.3994,19688.094,3468.2996,15.091914,398978.56
191733756,0.97704685,150.69637,19685.953,3460.0762,14.935012,398441.94
194731643,1.0166667,151.11522,19685.648,3467.161,14.931781,399600.7
195894447,0.99757075,149.56963,19688.492,3467.3286,14.934993,399465.5
196318617,0.9907088,147.67316,19686.678,3455.0808,15.139083,398233.88
189428111,1.1281682,143.44368,19689.54,3483.6504,15.144166,399366.03
143601569,1.0328914,147.99048,19686.855,3453.6875,15.187383,398261.56
170069369,1.1245954,144.63159,19688.814,3469.3289,15.232354,398873.44
7625654,0.9345825,150.92537,19685.664,3462.0942,15.066985,398461.44
37931430,1.0154443,146.91211,19688.049,3470.697,15.05677,399255.28
141074645,1.0142595,145.87666,19685.27,3469.6528,15.362304,398063.1
153759339,1.1164314,148.40337,19690.902,3491.9065,15.020938,399071.4
195756938,0.97753215,153.90358,19687.738,3469.5986,14.776492,399639.
144230619,1.038434,145.96988,19686.219,3471.2417,15.41443,398197.75
193666800,0.9754865,151.24297,19686.465,3467.3867,14.99596,398762.66
185055126,1.0041937,149.46338,19684.928,3453.7896,15.177871,397793.44
182204596,1.110857,144.7149,19687.936,3465.002,15.269225,398837.7
127342934,1.0861404,143.35254,19685.809,3460.5952,15.442233,398311.44
196367737,0.9565846,149.58334,19685.797,3462.3433,14.923874,398789.28
196238244,1.0013742,145.00858,19687.646,3459.4243,15.090556,398509.7
194175819,0.9725765,150.9525,19685.502,3462.154,14.955995,399323.28
195575061,0.94042146,150.73074,19683.594,3452.032,14.983688,398067.7
120353425,1.0810736,146.7507,19689.14,3478.5845,15.104827,398744.06
176568959,1.1800562,140.12485,19687.469,3466.7344,15.562873,398452.28
103496944,1.0689226,147.21194,19691.426,3488.8828,14.975881,399499.53
194190565,1.0172753,151.98746,19686.54,3454.1328,14.910365,399086.28
81827034,1.0763067,147.33505,19687.682,3475.3591,15.039746,398530.12
195998245,1.0919291,144.12152,19688.223,3470.5857,15.187569,398961.9
184390247,0.9851779,145.64655,19686.076,3462.2505,15.256223,398689.56
194983063,0.9952518,150.59402,19686.8,3466.1929,15.054019,398647.28
196267971,1.0584795,147.59467,19689.883,3482.187,14.979385,399035.38
184504207,1.0325018,146.98361,19687.062,3463.5083,15.267175,398117.97
172373993,1.0649551,147.04471,19689.549,3473.4983,15.026074,398683.12
191839067,0.91837406,153.37971,19683.922,3453.4731,14.883138,398195.28
195832999,0.9454864,154.07985,19685.531,3454.609,14.788188,398302.12
184249020,1.0577364,145.82834,19687.941,3466.5054,15.264919,398266.47
194346361,0.94120073,152.735,19686.234,3464.6807,14.9008465,398884.94
189168683,0.9584452,151.93944,19687.25,3454.287,14.861169,398611.6
177662862,1.105132,146.0754,19687.941,3461.58,15.142617,398309.94
193874491,1.0415494,148.88881,19689.81,3474.661,15.044525,398687.12
195427260,0.9969386,150.61206,19685.086,3457.669,14.969068,398351.25
150084977,1.0967139,146.08835,19692.652,3500.0317,15.114913,399212.7
184281762,0.94887435,151.33311,19685.09,3458.3716,14.900794,398757.
192262521,1.1087716,143.47144,19690.928,3490.6763,15.138821,399553.38
4970583,1.0930872,145.72601,19687.328,3468.5757,15.230674,398442.
195672881,1.0731459,142.3215,19687.543,3465.0396,15.42026,398424.3
190724699,0.9660289,148.63261,19685.27,3457.625,15.140741,398300.7
194244921,0.96554255,145.93764,19685.105,3457.1582,15.257994,398619.7
196249502,1.0112181,148.52444,19686.324,3466.1587,15.180917,398709.56
195676098,1.0580531,145.9538,19688.375,3464.3477,15.101279,399254.62
171354022,1.0620582,147.2153,19689.242,3474.3647,15.0220995,398909.53
177266100,0.98828065,148.7786,19687.197,3462.1367,14.994911,398625.2
99465121,0.97994673,151.36496,19687.285,3461.605,14.979223,398578.38
195676998,0.9448497,152.00902,19685.27,3453.977,14.753409,398660.47
193955007,0.9993794,149.6999,19687.625,3463.6096,14.902771,398748.62
173970992,0.99719477,148.33072,19687.314,3463.9004,14.799675,398966.97
194493601,0.96826637,148.98543,19685.066,3456.7495,15.164594,398074.25
193577583,1.1796371,140.39006,19687.023,3459.526,15.354928,398442.75
176202803,0.9547651,149.3837,19685.953,3467.6162,15.086415,398165.62
195925596,1.0936944,142.39935,19686.428,3454.324,15.119403,398296.56
195639074,1.0465271,149.41986,19688.742,3476.8596,14.831054,399528.38
187142117,1.0056577,147.43866,19687.68,3465.8533,15.07952,398425.72
183427759,1.1219573,143.94002,19689.,3462.9087,15.317497,399107.78
150594094,0.92052746,148.00244,19684.79,3460.8533,15.122205,397956.7
131297979,1.1223961,142.26294,19686.953,3470.703,15.509334,398589.38
195241105,1.1069404,138.76433,19686.934,3455.4058,15.371402,398514.28
182385002,0.9374622,150.68655,19685.654,3454.9302,14.952802,398271.12
175679320,0.9694513,150.1472,19685.352,3452.5254,14.90121,398266.4
181316933,1.174468,143.58398,19688.312,3467.2437,15.298291,399153.28
189557147,1.0351261,148.58907,19685.621,3460.6694,14.990913,398835.06
191551277,0.996335,147.37498,19685.82,3456.7437,15.241956,398553.5
82252184,1.0309364,146.98218,19688.531,3469.4365,15.209984,398622.06
194939013,1.0798092,146.13492,19687.61,3465.9697,14.959992,399331.5
195267490,0.970449,148.31589,19686.148,3464.7844,15.083275,398930.3
144931335,1.1488793,149.4068,19689.219,3484.1606,15.111965,399891.
140046786,1.0432564,145.73608,19689.352,3478.1501,15.158324,398876.28
191251284,1.0594834,144.2359,19687.832,3473.2334,15.32446,399158.06
186393892,0.9488534,151.43512,19686.195,3461.6938,14.816561,398517.
134081579,1.1088026,149.02946,19688.652,3482.6428,15.079648,399542.88
178974347,0.9777144,151.96329,19685.658,3457.7783,15.033046,398938.44
195604342,1.0101079,148.19229,19689.475,3473.5583,14.921229,399158.2
194820185,0.9522164,152.18582,19685.46,3465.0059,15.007888,398415.8
193993971,1.097259,143.82285,19687.7,3458.7993,15.226235,398385.28
106094953,1.0072024,144.75296,19686.309,3456.2085,15.097884,398254.72
194387622,0.98490894,149.1088,19685.883,3459.474,15.033852,398684.75
195089859,1.119214,144.10541,19687.266,3469.8743,15.273025,398843.75
155295582,1.116953,148.08328,19687.277,3465.4492,15.059216,398986.88
178638491,1.0002784,153.25394,19688.664,3465.7725,14.82829,399163.3
195870385,1.053278,148.11357,19685.322,3463.211,15.221637,398212.28
196061673,0.96108174,152.23322,19685.908,3455.04,14.786361,399136.66
106706572,1.0743694,144.45383,19686.281,3461.1821,15.358186,397999.62
194973254,1.0209705,146.98814,19687.562,3460.8762,15.207811,398404.78
195056746,0.97959054,150.3203,19685.277,3460.4185,15.032793,398749.
157243640,1.1087238,147.54303,19687.732,3481.3823,15.081735,399193.78
185342004,1.0021611,146.86487,19684.102,3451.8127,15.153901,397826.25
195224758,1.0597006,147.55232,19691.074,3495.6523,15.042846,400174.34
195695143,1.0797571,146.57852,19688.734,3479.7056,15.224826,399537.9
182836445,0.97385156,149.38344,19685.055,3453.3223,14.9702215,398665.84
140520143,1.0318854,143.84392,19686.234,3462.5566,15.122437,398519.38
19735570,1.0381771,146.61426,19689.975,3479.8584,15.026065,399380.62
167523963,0.9689045,149.86656,19686.191,3461.9834,15.02885,398451.5
183333880,0.9719734,152.88986,19684.496,3456.5625,14.806645,399029.56
195013422,1.0215584,148.16446,19688.455,3468.3943,14.838006,398983.2
37612886,0.9551079,152.4367,19684.816,3457.728,14.846972,398581.66
119054628,1.105874,144.17224,19689.662,3485.7336,15.124019,398688.75
188751382,0.967538,149.79639,19685.797,3465.1348,14.98361,398452.12
178903375,1.0632701,149.69568,19689.662,3484.255,15.159783,399510.2
187615471,1.0617225,144.28064,19687.861,3468.0557,15.190448,398564.62
195222762,1.0246999,150.43002,19685.508,3467.337,15.066365,399151.16
188871326,1.1037966,143.71841,19687.578,3462.2354,15.353839,398204.47
188745286,1.1427557,145.31448,19688.244,3462.5312,15.154364,398812.75
193830023,1.0982084,145.58856,19688.52,3479.1152,15.300105,399006.4
118653315,0.98639333,149.12158,19685.822,3460.579,14.949178,398643.06
133758222,1.0650442,148.04108,19689.096,3477.3462,15.005124,400004.12
195612373,1.0840524,142.23668,19686.531,3455.5317,15.061267,398229.16
184214855,1.0527353,149.51465,19689.148,3473.6245,15.05673,398368.88
191549164,1.0635343,147.16275,19690.164,3484.0425,15.1118,399720.22
188702627,1.0534286,147.4838,19690.863,3494.7612,15.085728,398961.1
191876391,1.0318394,150.02167,19686.93,3466.6055,15.164686,398419.25
192948253,1.0017904,145.31326,19686.607,3465.4062,15.351081,398767.34
191790891,0.9426838,149.90518,19685.932,3458.5583,14.977037,399125.12
192852509,1.083905,144.62589,19688.283,3478.2354,15.149739,399098.12
195439056,1.0611987,147.72235,19687.84,3477.9404,14.873223,399352.88
181111977,1.0153918,147.3498,19686.783,3464.0234,15.009911,398844.25
180982063,0.9540981,146.9738,19686.285,3457.549,15.09104,398470.03
196309461,1.0012099,151.34106,19686.902,3464.1377,14.826988,398931.8
195755814,0.9545598,151.91841,19685.227,3458.235,14.919587,398093.75
113955007,1.1316341,145.03067,19690.293,3484.6724,15.068344,399977.2
179352656,1.0504048,147.18234,19687.535,3471.724,15.193188,398423.62
185883641,0.9582192,150.3963,19685.047,3459.3853,15.009673,398452.75
193448734,0.9624629,150.16714,19685.098,3456.2456,15.080504,398182.6
177300940,1.0967368,148.15778,19690.623,3491.1162,14.998576,399584.2
187594313,1.1044117,146.44131,19687.148,3461.6797,15.167233,398290.7
195253044,1.1432364,142.65956,19687.896,3468.4744,15.423417,399222.16
196083197,0.9911723,150.77814,19687.023,3461.143,15.038844,398935.7
195180478,1.005604,148.884,19685.516,3461.005,15.138141,398239.78
193214219,0.9207206,148.74571,19694.15,3498.496,14.936315,399061.28
142441438,1.1007185,146.94806,19688.246,3479.973,15.074655,399368.25
194955770,1.0317676,145.04442,19687.598,3456.9617,14.99692,398382.16
189536313,0.9951253,147.65668,19685.496,3466.3364,15.086956,398338.7
194890971,1.1191732,143.99956,19686.844,3469.857,15.247523,398920.34
195425194,1.0110551,149.40427,19685.871,3466.5593,14.833335,398901.7
195621666,1.0393775,149.66531,19686.918,3469.0122,14.912274,399435.7
196289503,0.9516007,153.52243,19685.732,3459.7886,14.931099,398585.94
195570800,1.0632501,146.8707,19688.947,3480.359,14.980139,399062.5
185678867,1.1383736,144.61685,19687.928,3468.1628,15.163186,398441.12
195238194,1.0649855,141.75073,19687.19,3449.0725,15.171979,398298.06
195441106,0.9859166,148.68018,19686.852,3464.758,15.0291395,399100.8
63690761,1.055082,142.90321,19685.727,3450.5376,15.184809,398047.72
190835142,1.087845,147.5243,19690.402,3482.9243,14.984023,399279.6
194799228,1.0252697,147.9607,19685.107,3466.7065,15.312247,397992.06
193619234,0.929479,152.20023,19683.53,3458.5718,15.021459,397566.94
194058304,1.1025217,147.21083,19690.992,3493.4297,15.063312,399907.53
184071325,1.0571865,144.416,19688.873,3468.718,15.003676,398928.56
94842853,0.9495841,150.91397,19685.094,3461.6907,14.8342285,398688.06
195091589,0.9499402,149.73093,19685.105,3457.0974,15.042057,398194.88
189083237,1.0355595,147.52353,19687.996,3471.782,15.002395,399365.25
195309437,1.042305,146.86015,19685.512,3466.4912,15.354863,398221.25
144319382,1.076393,145.78159,19688.64,3470.9963,15.249198,398710.44
